"행정구역별(시군구)","연령별",2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
"행정구역별(시군구)","연령별",내국인(15세이상)-계,내국인-미혼,내국인-배우자있음,내국인-사별,내국인-이혼,남자(15세이상)-계,남자-미혼,남자-배우자있음,남자-사별,남자-이혼,여자(15세이상)-계,여자-미혼,여자-배우자있음,여자-사별,여자-이혼
"경기도","50~54세",1011592,53705,818094,31577,108216,518946,36406,429391,6130,47019,492646,17299,388703,25447,61197
"경기도","55~59세",864897,31335,693448,49429,90685,441230,18976,373254,8636,40364,423667,12359,320194,40793,50321
"경기도","60~64세",565465,13129,443495,59801,49040,280440,6672,242027,8777,22964,285025,6457,201468,51024,26076
"경기도","65~69세",418822,6534,307426,75659,29203,200277,2974,172568,10623,14112,218545,3560,134858,65036,15091
"경기도","70~74세",344220,3676,224279,99747,16518,154991,1403,131537,14039,8012,189229,2273,92742,85708,8506
"경기도","75~79세",261222,2254,142695,109029,7244,107928,710,88939,14826,3453,153294,1544,53756,94203,3791
"경기도","80~84세",154318,1348,61458,88873,2639,53953,293,41278,11318,1064,100365,1055,20180,77555,1575
"경기도","85세이상",104507,1643,23332,78370,1162,27354,250,16903,9786,415,77153,1393,6429,68584,747
"강원도","합계",1304216,368481,737296,132356,66083,657665,224089,382997,17980,32599,646551,144392,354299,114376,33484
"강원도","15~19세",97353,96866,263,206,18,52204,52020,113,61,10,45149,44846,150,145,8
"강원도","20~24세",104744,99932,3725,951,136,61296,59312,1682,233,69,43448,40620,2043,718,67
"강원도","25~29세",76699,59420,16684,214,381,43559,36458,6915,63,123,33140,22962,9769,151,258
"강원도","30~34세",85315,36435,47306,205,1369,44985,23047,21381,54,503,40330,13388,25925,151,866
"강원도","35~39세",95582,23627,67666,439,3850,48728,16036,31033,83,1576,46854,7591,36633,356,2274
"강원도","40~44세",115200,19387,86648,1022,8143,59432,14224,41672,271,3265,55768,5163,44976,751,4878
"강원도","45~49세",123632,13832,95238,2423,12139,64510,10571,47775,488,5676,59122,3261,47463,1935,6463
"강원도","50~54세",127489,8960,100441,4829,13259,65551,6507,51423,977,6644,61938,2453,49018,3852,6615
"강원도","55~59세",131778,5305,104279,9793,12401,66373,3563,54663,1554,6593,65405,1742,49616,8239,5808
"강원도","60~64세",93901,2250,73137,11748,6766,46519,1280,39854,1665,3720,47382,970,33283,10083,3046
"강원도","65~69세",69413,1092,49588,14947,3786,32783,496,28151,1915,2221,36630,596,21437,13032,1565
"강원도","70~74세",70678,657,45080,22681,2260,31535,320,26950,2894,1371,39143,337,18130,19787,889
